vertices,redexes,redex_depths,redex_indexes,heights,widths,steps_time,strategy_name
39,4,10,12,15,13,135878,LO
40,5,10,12,14,12,136961,LO
37,4,11,13,13,11,135637,LO
30,3,10,12,11,9,87395,LO
27,2,4,14,10,8,65468,LO
28,3,4,14,10,7,62325,LO
25,2,5,15,10,6,71790,LO
18,1,4,14,10,4,46423,LO
51,3,4,4,12,17,159086,LO
48,3,3,3,11,16,127236,LO
51,5,2,2,11,15,107482,LO
67,8,5,5,14,20,307562,LO
57,7,4,4,14,18,284070,LO
54,7,3,3,13,17,224329,LO
51,6,3,3,11,16,173779,LO
114,14,5,5,16,36,466300,LO
114,16,6,6,16,35,482367,LO
111,16,5,5,16,34,455417,LO
93,12,4,4,16,29,332540,LO
90,12,3,3,16,28,319382,LO
9,1,2,2,4,2,18825,LO
6,1,1,1,3,1,8287,LO
52,4,3,3,20,21,129150,LO
49,4,2,2,18,20,61626,LO
46,3,9,18,16,19,199701,LO
43,2,12,25,14,18,214662,LO
40,1,10,30,12,17,278274,LO
57,5,1,1,17,19,47515,LO
78,5,5,5,17,27,299201,LO
19,1,4,4,9,6,35169,LO
54,3,4,4,17,21,147526,LO
51,2,7,8,16,20,248714,LO
48,1,5,43,14,19,178976,LO
52,5,4,10,13,19,97549,LO
49,4,10,24,13,18,206531,LO
46,3,10,25,13,17,231458,LO
36,2,10,25,11,13,134543,LO
33,1,7,30,9,12,97177,LO
59,7,2,2,17,17,101768,LO
56,6,3,3,16,16,161079,LO
91,10,5,5,18,26,343558,LO
88,9,5,5,18,25,330785,LO
86,9,5,5,18,24,315531,LO
83,8,5,5,18,23,299657,LO
80,8,5,5,18,22,307730,LO
75,8,4,4,18,21,249578,LO
72,8,3,3,18,20,217918,LO
69,9,2,2,19,19,381848,LO
66,8,2,2,17,18,137992,LO
63,7,4,4,15,17,230002,LO
60,6,4,4,15,16,218604,LO
58,6,4,4,15,15,171362,LO
55,5,4,4,15,14,159519,LO
52,5,4,4,15,13,143538,LO
47,5,3,3,15,12,116260,LO
44,5,2,2,14,11,103473,LO
41,5,1,1,12,10,36292,LO
38,4,2,2,10,9,50789,LO
38,4,2,2,11,8,46512,LO
22,3,1,1,10,5,12635,LO
52,7,2,2,13,17,67445,LO
49,6,3,3,11,16,80267,LO
46,6,2,2,13,15,309644,LO
43,5,4,4,11,14,120702,LO
40,5,3,3,11,13,91819,LO
16,3,2,2,9,4,22279,LO
13,2,3,4,7,3,22838,LO
8,1,4,5,5,2,18056,LO
55,4,4,4,15,20,192821,LO
108,8,5,5,22,35,504593,LO
133,10,9,9,20,42,877251,LO
116,8,9,10,20,37,728009,LO
114,7,12,14,20,36,765184,LO
111,6,14,30,20,35,729417,LO
108,5,8,39,20,34,684166,LO
139,6,11,43,27,44,989072,LO
136,5,22,58,26,43,1141926,LO
133,4,21,70,25,42,1063245,LO
130,3,16,87,25,41,1028442,LO
127,2,15,99,25,40,1141441,LO
124,1,9,112,25,39,772940,LO
53,8,1,1,18,16,31403,LO
50,7,3,3,18,15,181306,LO
9,1,2,2,4,2,21001,LO
6,1,1,1,3,1,7485,LO
58,6,1,1,16,19,54362,LO
62,8,2,2,14,18,72802,LO
59,7,2,2,13,17,80855,LO
62,7,1,1,14,18,46919,LO
90,12,1,1,17,25,66204,LO
87,12,2,2,22,24,204407,LO
83,11,3,3,20,23,286098,LO
80,10,3,3,19,22,296768,LO
76,10,2,2,17,21,202537,LO
58,7,1,1,15,17,56085,LO
55,7,3,3,13,16,91589,LO
52,6,3,3,13,15,89506,LO
43,6,2,2,13,12,48259,LO
41,6,3,3,13,11,45145,LO
38,6,2,2,13,10,30823,LO
35,6,1,1,13,9,20799,LO
32,5,3,3,12,8,86037,LO
28,4,4,4,10,7,89889,LO
25,3,4,8,10,6,76842,LO
21,2,4,8,8,5,61161,LO
56,7,3,3,17,18,145829,LO
51,6,1,1,21,19,29331,LO
48,5,3,3,21,18,90895,LO
45,4,3,3,19,17,80976,LO
42,3,11,20,17,16,216769,LO
39,2,11,21,17,15,209572,LO
55,8,1,1,12,17,33006,LO
94,13,1,1,15,29,68276,LO
49,7,2,2,13,15,66225,LO
58,10,6,10,11,18,175412,LO
52,8,5,21,11,16,138015,LO
49,7,5,21,11,15,193442,LO
43,6,4,20,11,13,99883,LO
40,5,6,22,11,12,166248,LO
37,4,6,22,11,11,154002,LO
29,2,6,22,11,9,141722,LO
26,1,6,23,11,8,77122,LO
55,4,4,4,15,18,203328,LO
22,2,3,3,7,6,41142,LO
18,2,2,2,7,5,23884,LO
15,2,1,1,7,4,11440,LO
56,7,1,1,19,17,49382,LO
53,6,1,1,18,16,34310,LO
50,6,2,2,19,15,132109,LO
54,9,3,3,17,14,114584,LO
50,8,3,4,17,13,75250,LO
52,5,1,1,18,19,28324,LO
49,4,1,1,17,18,28639,LO
46,3,10,12,17,17,273155,LO
31,1,9,23,10,12,147201,LO
51,6,1,1,16,20,46438,LO
92,21,1,1,17,30,50675,LO
174,39,1,1,18,57,132241,LO
86,19,1,1,16,28,41753,LO
83,18,2,2,15,27,79927,LO
99,21,2,2,15,31,158499,LO
77,16,3,3,15,25,82710,LO
78,16,3,3,15,25,85829,LO
71,15,2,2,15,23,55277,LO
75,15,2,2,15,23,65596,LO
65,14,1,1,15,21,33854,LO
7,1,4,4,5,1,16594,LO
54,4,14,23,18,20,286857,LO
50,3,10,31,18,19,220328,LO
56,5,4,4,22,18,166313,LO
55,5,3,3,20,17,93991,LO
52,4,6,6,18,16,188689,LO
49,4,5,5,18,15,168520,LO
46,3,5,5,17,14,199517,LO
43,2,6,6,15,13,182696,LO
18,1,5,5,9,5,50946,LO
55,6,2,2,19,21,69039,LO
57,5,4,25,17,22,116121,LO
52,9,1,1,16,17,26456,LO
51,6,6,7,18,18,185849,LO
48,5,9,10,16,17,288827,LO
45,5,8,9,14,16,272146,LO
42,4,11,12,14,15,252031,LO
39,3,11,12,12,14,220781,LO
36,2,10,21,12,13,197326,LO
53,7,1,1,20,17,30438,LO
50,6,3,3,19,16,79510,LO
47,5,6,7,23,15,196561,LO
43,4,7,8,21,14,188384,LO
40,3,10,12,19,13,231877,LO
37,2,10,12,17,12,216094,LO
35,2,11,13,16,11,201291,LO
32,1,14,18,16,10,218543,LO
53,7,2,2,17,16,113658,LO
54,9,1,1,15,15,155977,LO
54,10,2,2,13,14,37280,LO
49,10,1,1,13,13,23346,LO
46,9,1,1,12,12,31373,LO
18,4,1,1,8,4,10804,LO
15,3,1,1,7,3,12681,LO
7,1,4,4,5,1,16484,LO
54,6,8,8,15,17,306713,LO
51,6,7,7,13,16,191725,LO
48,6,6,6,11,15,151970,LO
45,5,6,6,9,14,130847,LO
42,5,5,5,8,13,105143,LO
39,4,5,9,8,12,94177,LO
36,3,4,12,8,11,82069,LO
33,2,6,23,7,10,85818,LO
29,1,5,25,7,9,74506,LO
56,6,1,1,17,18,46090,LO
73,9,3,3,15,23,104257,LO
116,15,4,5,18,37,223435,LO
113,14,8,10,23,36,406071,LO
97,11,9,11,23,31,317373,LO
93,11,8,10,23,30,280473,LO
91,11,8,10,23,29,281002,LO
84,9,9,16,23,27,355174,LO
80,8,11,19,23,26,293464,LO
77,7,15,30,23,25,540087,LO
61,4,16,31,21,20,364160,LO
57,4,15,30,21,19,317545,LO
55,4,15,30,21,18,298158,LO
48,2,16,36,21,16,260797,LO
44,1,18,39,19,15,235356,LO
51,7,1,1,14,17,25647,LO
48,6,1,1,13,16,22503,LO
45,5,2,2,12,15,83821,LO
92,12,2,2,14,34,162255,LO
18,3,1,1,7,6,15187,LO
35,6,1,1,8,9,52277,LO
27,4,2,2,6,7,25992,LO
24,4,1,1,6,6,15885,LO
55,10,2,2,11,18,135135,LO
69,12,2,2,15,23,165011,LO
107,18,2,2,17,36,185374,LO
63,11,1,1,15,21,48224,LO
42,7,2,2,13,14,61359,LO
38,7,1,1,11,13,26038,LO
18,3,1,1,9,6,10331,LO
15,2,3,4,8,5,26960,LO
10,1,5,6,6,3,27658,LO
58,6,1,1,23,19,51283,LO
59,8,2,2,21,18,105695,LO
56,8,1,1,20,17,144815,LO
53,7,4,4,18,16,90714,LO
50,6,7,7,17,15,223770,LO
20,3,6,6,12,5,68009,LO
16,2,6,6,10,4,52288,LO
13,1,6,6,8,3,39827,LO
10,1,5,5,7,2,24040,LO
57,3,2,2,16,21,58196,LO
54,2,14,23,17,20,489801,LO
49,1,16,34,17,19,366596,LO
56,9,3,4,17,19,73898,LO
57,6,3,3,18,19,49456,LO
54,6,2,2,18,18,35271,LO
51,6,1,1,18,17,24784,LO
53,7,2,2,16,17,69247,LO
54,8,5,5,14,16,318775,LO
51,7,6,6,13,15,236333,LO
48,7,5,5,13,14,193519,LO
44,6,6,6,11,13,194947,LO
37,4,6,6,9,11,148526,LO
34,3,8,9,10,10,142044,LO
31,3,7,8,9,9,114501,LO
28,2,5,12,9,8,96435,LO
25,2,5,12,7,7,82137,LO
22,1,3,18,7,6,49743,LO
55,4,7,8,17,20,371370,LO
52,3,10,12,15,19,356139,LO
49,2,9,19,15,18,363176,LO
46,2,8,18,14,17,310822,LO
43,2,10,20,13,16,306741,LO
40,1,12,26,13,15,288198,LO
56,5,9,14,21,18,292114,LO
54,4,11,17,19,17,291818,LO
22,1,4,19,10,7,51829,LO
57,5,1,1,14,18,37778,LO
114,6,1,1,23,39,63806,LO
34,1,4,4,14,11,67501,LO
51,5,6,6,14,15,164489,LO
48,5,5,5,15,14,115769,LO
45,5,5,5,13,13,91578,LO
42,4,6,6,12,12,115703,LO
39,4,5,5,13,11,87644,LO
36,4,5,5,12,10,139074,LO
18,2,5,5,10,4,40025,LO
15,1,8,9,11,3,48250,LO
51,10,1,1,12,16,29261,LO
86,16,1,1,14,28,56289,LO
39,7,2,2,11,13,66298,LO
45,9,2,2,10,15,55705,LO
42,8,3,3,10,14,67210,LO
35,7,2,2,10,12,37358,LO
9,1,3,3,4,3,18683,LO
51,5,1,1,11,15,26563,LO
48,4,5,5,11,14,149934,LO
47,5,5,5,11,13,252244,LO
44,4,5,5,11,12,128572,LO
41,4,4,4,11,11,126882,LO
29,3,3,3,11,8,62958,LO
26,3,2,2,10,7,35325,LO
27,4,2,2,8,6,29798,LO
39,5,5,6,12,8,129207,LO
21,2,6,7,10,4,74006,LO
16,2,5,6,10,3,35949,LO
13,1,7,8,9,2,37596,LO
52,6,5,6,14,19,218697,LO
67,9,8,10,13,24,306880,LO
64,8,7,14,13,23,369800,LO
61,7,7,14,14,22,270521,LO
32,3,6,13,8,11,105561,LO
29,2,6,16,8,10,98233,LO
26,1,6,16,8,9,85932,LO
52,4,2,2,12,20,94687,LO
49,4,1,1,18,19,41902,LO
46,4,1,1,16,18,22121,LO
43,3,4,5,15,17,89218,LO
40,2,4,5,13,16,69285,LO
37,1,11,21,12,15,201132,LO
34,1,10,20,12,14,139606,LO
55,2,6,6,19,21,204450,LO
52,1,12,16,19,20,383787,LO
54,7,2,2,17,17,33478,LO
51,7,1,1,17,16,23777,LO
48,6,3,3,16,15,103052,LO
46,6,2,2,14,14,56037,LO
54,6,5,6,14,17,203550,LO
51,5,6,7,19,16,278918,LO
48,4,6,7,18,15,203698,LO
34,2,8,9,16,10,151914,LO
31,1,14,20,15,9,222175,LO
56,4,5,5,21,20,246205,LO
52,3,5,5,21,19,193489,LO
49,2,5,6,21,18,204607,LO
61,4,7,8,19,22,309209,LO
59,4,7,8,19,21,332272,LO
56,4,6,7,19,20,344197,LO
53,3,6,7,18,19,618295,LO
56,4,2,2,21,22,71699,LO
53,3,12,18,19,21,298602,LO
56,5,11,16,14,20,270882,LO
53,4,12,23,14,19,264677,LO
50,3,7,29,12,18,216526,LO
47,2,9,31,12,17,218362,LO
44,2,8,30,12,16,188906,LO
39,1,4,35,12,15,120625,LO
55,7,1,1,10,14,43919,LO
55,10,2,2,12,16,39084,LO
52,10,1,1,12,15,26185,LO
52,5,1,1,20,15,24362,LO
49,4,1,1,19,14,39937,LO
46,3,11,16,17,13,248730,LO
39,2,10,15,17,11,192384,LO
36,1,10,30,16,10,174546,LO
51,6,2,2,24,16,46136,LO
56,8,1,1,14,18,26174,LO
53,7,2,2,13,17,36923,LO
50,7,1,1,13,16,25005,LO
90,12,3,3,14,29,169477,LO
87,12,2,2,18,28,92103,LO
84,11,4,4,17,27,214667,LO
6,1,3,3,4,1,12577,LO
51,3,6,6,15,20,244464,LO
43,2,5,5,15,17,188200,LO
11,1,4,4,6,4,33675,LO
52,6,2,2,18,15,39800,LO
48,6,1,1,18,14,23684,LO
45,5,3,3,19,13,71492,LO
33,2,6,7,17,9,90589,LO
30,1,9,11,15,8,105444,LO
27,1,13,16,18,7,134955,LO
54,6,1,1,21,19,49034,LO
51,5,5,5,22,18,93375,LO
48,4,6,7,22,17,135168,LO
46,3,6,7,20,16,127859,LO
43,2,6,7,18,15,118831,LO
41,1,10,21,16,14,191456,LO
37,1,9,20,16,13,199798,LO
57,5,2,2,12,19,87980,LO
54,4,3,3,11,18,120917,LO
58,7,5,5,11,17,157366,LO
55,7,4,4,11,16,136573,LO
52,7,3,3,11,15,114273,LO
39,4,4,4,11,11,76038,LO
36,4,3,3,11,10,60005,LO
33,4,2,2,11,9,46412,LO
14,2,1,1,6,4,8778,LO
11,1,2,2,5,3,13508,LO
59,6,3,3,12,19,120670,LO
98,11,4,4,13,30,246502,LO
95,11,3,3,13,29,223158,LO
33,5,2,2,9,9,28118,LO
31,5,2,2,9,8,23688,LO
28,5,1,1,9,7,14744,LO
25,4,3,3,8,6,63493,LO
22,4,2,2,6,5,40831,LO
13,2,2,2,4,3,20662,LO
8,2,1,1,3,2,7165,LO
5,1,1,1,2,1,5691,LO
59,5,1,1,15,21,35787,LO
56,4,6,7,14,20,195400,LO
51,3,6,7,12,18,170232,LO
48,3,5,6,12,17,122942,LO
45,2,6,21,13,16,144177,LO
56,7,3,3,10,18,117747,LO
53,6,3,3,10,17,103719,LO
50,6,2,2,10,16,90959,LO
47,5,3,3,9,15,114040,LO
55,7,3,3,9,17,135961,LO
52,7,3,3,9,16,136965,LO
49,6,4,4,9,15,132282,LO
46,5,4,4,9,14,117430,LO
43,5,3,3,9,13,95589,LO
40,5,2,2,9,12,75040,LO
18,3,2,2,6,4,28450,LO
15,2,2,2,6,3,34153,LO
12,2,1,1,6,2,9234,LO
9,1,3,3,6,1,16002,LO
53,8,4,5,21,16,183477,LO
56,9,6,7,19,17,188683,LO
53,8,10,13,19,16,269492,LO
50,7,11,15,19,15,327564,LO
47,6,11,15,20,14,320100,LO
41,5,10,14,18,12,200986,LO
29,3,10,14,16,8,132995,LO
19,1,10,14,11,6,78847,LO
59,7,4,5,17,20,93172,LO
56,7,3,4,17,19,80812,LO
56,5,1,1,15,22,29274,LO
53,4,4,12,14,21,155500,LO
50,3,6,18,14,20,232790,LO
59,3,10,27,16,24,350481,LO
56,3,9,26,16,23,354585,LO
53,2,10,31,16,22,385001,LO
54,3,1,1,21,17,32606,LO
51,2,12,15,20,16,348193,LO
51,5,3,4,15,17,109945,LO
74,9,3,4,18,24,103208,LO
71,8,4,5,17,23,159054,LO
68,7,7,8,15,22,329241,LO
51,4,7,8,12,17,187400,LO
48,3,11,14,12,16,240926,LO
45,2,6,33,11,15,148617,LO
42,1,10,39,11,14,179087,LO
55,4,6,20,13,21,246688,LO
76,7,6,20,17,26,387511,LO
85,7,7,21,15,28,532968,LO
42,2,10,25,11,16,235524,LO
39,2,9,24,11,15,150128,LO
36,1,5,32,10,14,104551,LO
57,6,2,2,19,22,93705,LO
54,5,4,4,19,21,97039,LO
58,5,2,2,16,20,97527,LO
55,4,2,2,15,19,98229,LO
65,6,1,1,18,23,56125,LO
74,8,10,12,17,26,321145,LO
71,8,9,11,17,25,315888,LO
68,7,10,12,17,24,301492,LO
65,6,7,18,17,23,323013,LO
155,19,8,19,21,55,755602,LO
121,14,9,20,21,43,635472,LO
118,14,8,19,21,42,484796,LO
130,15,9,20,21,46,580636,LO
157,18,11,22,21,55,838497,LO
157,19,12,23,21,54,1021224,LO
154,19,11,22,21,53,788646,LO
151,19,10,21,21,52,783064,LO
133,16,10,21,21,46,607577,LO
129,15,10,21,21,45,649881,LO
126,15,9,20,21,44,627336,LO
123,14,9,20,21,43,614520,LO
123,15,10,21,21,42,536460,LO
120,15,9,20,21,41,546858,LO
117,15,8,19,21,40,497154,LO
99,12,8,19,21,34,407997,LO
95,11,8,19,21,33,365180,LO
92,11,7,18,21,32,378484,LO
89,10,8,19,20,31,433460,LO
55,5,8,19,18,19,302941,LO
51,4,9,20,16,18,291850,LO
48,4,8,19,16,17,221034,LO
60,5,9,20,17,21,276313,LO
87,8,11,22,18,30,533086,LO
87,9,12,23,18,29,570499,LO
84,9,11,22,18,28,516612,LO
81,9,10,21,18,27,430063,LO
63,6,10,21,17,21,306633,LO
59,5,10,21,17,20,277932,LO
56,5,9,20,17,19,251346,LO
53,4,9,20,16,18,239683,LO
53,5,10,21,16,17,245968,LO
50,5,9,20,16,16,221153,LO
47,5,8,19,16,15,194740,LO
29,2,8,19,11,9,118753,LO
25,1,8,19,11,8,99701,LO
53,6,1,1,21,20,26944,LO
50,5,5,7,20,19,155652,LO
47,4,7,12,18,18,163320,LO
44,3,8,14,18,17,164241,LO
55,6,2,2,14,18,110838,LO
68,8,2,2,21,22,147267,LO
9,1,1,1,4,3,8483,LO
57,4,5,6,15,20,215725,LO
26,1,5,6,13,10,95265,LO
25,4,4,5,12,9,74964,LO
22,3,5,6,10,8,67042,LO
58,8,2,2,15,18,62269,LO
54,8,1,1,15,17,34857,LO
51,7,1,1,18,16,46819,LO
46,6,1,1,16,15,25280,LO
82,9,1,1,17,27,60338,LO
40,4,8,9,15,13,185354,LO
36,3,9,19,15,12,183318,LO
33,2,9,19,13,11,266402,LO
23,1,9,19,10,8,136828,LO
51,4,6,6,16,19,267203,LO
56,4,10,11,18,21,431762,LO
44,2,15,19,16,17,315405,LO
41,1,8,25,14,16,359517,LO
51,7,2,2,14,17,69524,LO
68,10,4,4,13,20,138801,LO
65,10,3,3,13,19,121346,LO
62,10,2,2,13,18,91285,LO
44,6,2,2,10,14,54349,LO
56,8,2,2,12,16,56446,LO
53,7,7,8,14,15,208256,LO
50,7,6,7,14,14,182146,LO
47,7,5,6,14,13,159419,LO
21,2,5,6,8,6,56024,LO
18,1,3,13,6,5,39857,LO
52,6,2,2,17,16,93595,LO
5,1,1,1,2,1,5160,LO
51,1,11,32,14,19,305870,LO
48,1,10,31,15,18,268089,LO
45,1,9,30,13,17,234821,LO
42,1,8,29,12,16,209402,LO
39,1,8,29,12,15,195097,LO
36,1,8,29,12,14,178293,LO
51,7,1,1,13,15,25762,LO
48,6,2,2,15,14,40597,LO
45,5,5,5,15,13,96530,LO
59,6,7,8,20,18,167495,LO
56,5,11,13,21,17,205730,LO
53,4,12,14,21,16,191254,LO
50,3,10,25,21,15,214861,LO
47,3,9,24,19,14,209070,LO
43,2,13,28,17,13,190325,LO
40,1,14,29,15,12,175579,LO
55,6,2,2,10,18,77286,LO
52,5,2,2,9,17,138888,LO
49,4,2,2,11,16,69138,LO
20,2,1,1,6,6,12607,LO
17,1,1,1,6,5,9792,LO
54,6,2,2,18,18,198292,LO
10,1,2,2,4,2,17261,LO
7,1,1,1,3,1,6475,LO
52,3,6,6,14,20,204786,LO
49,3,5,5,12,19,286826,LO
46,2,6,6,10,18,157170,LO
34,2,5,5,10,14,82007,LO
31,1,7,8,10,13,95998,LO
28,1,6,7,8,12,70964,LO
57,8,1,1,18,19,30571,LO
54,7,8,10,17,18,209596,LO
51,6,6,13,17,17,211054,LO
29,2,6,13,10,11,103208,LO
26,1,8,21,10,10,92851,LO
23,1,7,20,8,9,76390,LO
56,3,10,18,19,20,296684,LO
80,4,15,24,20,28,627038,LO
72,3,15,24,20,26,455422,LO
69,2,16,42,20,25,509329,LO
61,1,16,42,17,23,521254,LO
57,7,2,2,16,19,48708,LO
53,6,1,1,18,17,29577,LO
15,2,2,2,6,5,15881,LO
12,1,3,3,6,4,26589,LO
9,1,4,4,5,3,24940,LO
59,6,2,2,20,19,70821,LO
58,6,3,4,19,18,91497,LO
55,5,3,4,17,17,79396,LO
52,4,5,7,15,16,123291,LO
54,5,4,6,14,16,96177,LO
32,4,8,10,12,9,128170,LO
27,3,8,11,12,8,106580,LO
20,1,8,11,10,6,74429,LO
52,5,5,6,11,17,101839,LO
49,4,4,24,11,16,109219,LO
29,1,5,26,10,10,66279,LO
57,5,3,3,12,20,221028,LO
59,4,8,8,12,19,183344,LO
57,4,8,8,12,18,211845,LO
54,4,7,7,12,17,136977,LO
51,4,6,6,12,16,109258,LO
48,4,5,5,12,15,90008,LO
44,4,4,4,12,14,58799,LO
41,4,3,3,12,13,42653,LO
38,4,2,2,12,12,28702,LO
35,4,1,1,12,11,18839,LO
32,3,5,5,11,10,77506,LO
31,3,5,5,11,9,72727,LO
26,3,4,4,11,8,44792,LO
23,2,5,6,11,7,59353,LO
20,2,7,9,11,6,63006,LO
13,1,7,9,9,3,41505,LO
56,6,4,13,17,18,125109,LO
54,5,8,17,15,17,246204,LO
43,4,7,16,13,14,126140,LO
40,4,6,15,13,13,101104,LO
22,2,6,15,9,7,75630,LO
19,1,6,15,7,6,47464,LO
54,5,2,2,13,17,93782,LO
51,5,1,1,13,16,44793,LO
47,4,2,2,11,15,78462,LO
48,7,4,4,9,14,131545,LO
52,7,4,4,10,15,134413,LO
29,3,4,5,9,8,45638,LO
23,2,3,6,9,7,37057,LO
20,2,4,7,10,6,42306,LO
15,1,5,9,8,4,35734,LO
58,4,4,4,20,22,218370,LO
55,4,3,3,19,21,127535,LO
52,3,7,11,17,20,211722,LO
49,2,13,28,17,19,278994,LO
53,5,5,5,19,20,170300,LO
50,5,4,4,18,19,144922,LO
51,7,5,5,16,18,170184,LO
16,2,4,4,7,5,30862,LO
13,1,6,7,7,4,44143,LO
10,1,5,6,6,3,27720,LO
56,6,2,2,18,22,76266,LO
69,13,2,2,18,25,95261,LO
66,12,3,3,16,24,78635,LO
63,12,2,2,16,23,62137,LO
60,11,2,2,16,22,57719,LO
54,4,2,2,14,17,58490,LO
53,4,2,2,14,16,48958,LO
41,3,1,1,14,13,22382,LO
38,2,1,1,13,12,53159,LO
47,2,4,4,12,11,172072,LO
44,2,4,4,12,10,179751,LO
41,2,3,3,12,9,120528,LO
14,1,2,2,5,2,24194,LO
9,1,1,1,5,1,7906,LO
52,4,1,1,19,18,48242,LO
70,7,3,3,20,17,201322,LO
67,7,2,2,21,16,211540,LO
41,5,1,1,19,11,35208,LO
35,4,2,2,17,10,63838,LO
32,3,8,11,15,9,181799,LO
28,2,8,11,13,8,101769,LO
25,1,10,13,14,7,116381,LO
54,7,2,2,11,21,83917,LO
51,7,1,1,10,20,40148,LO
156,30,5,5,13,43,385678,LO
153,29,5,5,13,42,268793,LO
150,29,4,4,13,41,243899,LO
147,29,3,3,13,40,202163,LO
135,26,3,3,13,37,151240,LO
109,21,2,2,13,30,66627,LO
106,20,2,2,13,29,61473,LO
103,20,1,1,13,28,47720,LO
100,19,2,2,14,27,143445,LO
58,10,2,2,17,19,90368,LO
55,9,2,2,15,18,54121,LO
93,15,3,3,17,32,155303,LO
49,8,2,2,17,16,50206,LO
52,6,3,3,15,16,182887,LO
47,5,3,3,13,15,211388,LO
49,7,4,4,11,14,177115,LO
46,7,3,3,10,13,170849,LO
43,6,3,3,12,12,126935,LO
17,2,2,2,6,4,25609,LO
13,2,1,1,5,3,11287,LO
10,1,5,5,6,2,28273,LO
57,4,4,5,17,22,238875,LO
54,4,6,7,12,18,217940,LO
51,3,7,27,12,17,322898,LO
48,2,7,27,15,16,279343,LO
56,5,5,5,15,21,249534,LO
53,4,5,5,15,20,212427,LO
50,4,4,4,15,19,241182,LO
47,3,4,4,14,18,227255,LO
53,6,6,6,13,17,272344,LO
50,5,6,6,13,16,288847,LO
47,4,6,6,13,15,230103,LO
44,4,5,5,13,14,207902,LO
41,3,6,6,12,13,219171,LO
38,3,5,5,11,12,178967,LO
34,2,5,5,9,11,155740,LO
32,3,6,6,7,10,149238,LO
29,3,5,5,7,9,119652,LO
26,2,5,5,7,8,102671,LO
23,2,4,4,7,7,86706,LO
20,1,4,4,6,6,67671,LO
16,1,3,3,5,5,42203,LO
13,1,2,2,5,4,28991,LO
14,1,2,2,5,4,30199,LO
11,1,1,1,6,3,11428,LO
8,1,1,1,4,2,7292,LO
53,4,7,7,13,20,238268,LO
49,4,6,6,13,19,211750,LO
46,4,5,5,13,18,161555,LO
35,4,4,4,13,13,95985,LO
32,3,5,8,13,12,136257,LO
29,2,9,15,11,11,134087,LO
26,1,6,18,9,10,93683,LO
53,5,2,2,20,18,46673,LO
46,5,1,1,20,17,25120,LO
58,3,5,6,18,23,210001,LO
55,2,11,20,17,22,390601,LO
52,1,12,21,17,21,325748,LO
56,4,1,1,18,19,49010,LO
133,11,1,1,17,53,79612,LO
19,1,7,9,10,7,76891,LO
53,8,1,1,13,16,51036,LO
93,14,1,1,15,28,62832,LO
372,55,1,1,23,111,244650,LO
48,7,1,1,14,14,26737,LO
45,6,3,3,13,13,81618,LO
55,8,1,1,17,17,28631,LO
52,7,1,1,16,16,43901,LO
34,6,1,1,14,9,27256,LO
42,7,3,3,12,10,61936,LO
32,6,2,2,12,8,32310,LO
29,5,3,3,11,7,75486,LO
19,4,2,2,11,5,22970,LO
16,3,2,2,10,4,19547,LO
54,6,3,3,11,19,130368,LO
30,3,2,2,8,10,46766,LO
13,2,1,1,7,4,10322,LO
10,1,4,4,6,3,32249,LO
7,1,3,3,4,2,17965,LO
58,7,5,5,15,19,134612,LO
63,7,5,5,15,20,156618,LO
47,6,4,4,15,15,74117,LO
44,5,6,9,15,14,122989,LO
38,4,6,10,15,12,106542,LO
36,5,6,10,13,11,91300,LO
55,6,2,2,15,19,112107,LO
78,6,2,2,19,28,155064,LO
141,11,4,4,25,48,544010,LO
518,42,6,6,31,175,2332754,LO
515,42,5,5,31,174,2757244,LO
512,42,4,4,31,173,2503864,LO
119,9,4,4,24,40,447838,LO
45,3,3,3,16,15,106491,LO
41,3,2,2,16,14,75178,LO
126,10,3,3,22,41,248359,LO
123,10,2,2,22,40,219838,LO
120,10,1,1,23,39,100436,LO
116,9,1,1,21,38,95665,LO
55,8,2,2,16,16,84608,LO
52,8,1,1,16,15,40557,LO
36,5,3,3,14,11,60580,LO
37,4,7,8,15,11,160582,LO
34,3,8,9,14,10,151420,LO
53,7,3,3,10,16,93142,LO
51,7,2,2,10,15,75566,LO
22,2,2,2,9,5,23773,LO
18,2,1,1,9,4,10844,LO
53,7,1,1,18,16,24635,LO
50,6,2,2,17,15,87220,LO
47,6,1,1,16,14,41086,LO
47,6,1,1,14,13,21761,LO
44,5,1,1,13,12,21305,LO
41,4,4,5,12,11,112016,LO
38,4,3,4,17,10,68712,LO
35,3,6,7,15,9,120522,LO
10,1,5,6,6,2,28295,LO
54,6,2,2,12,18,47901,LO
51,6,1,1,12,17,68386,LO
8,1,2,2,4,2,11686,LO
54,6,1,1,11,19,52437,LO
7,1,2,2,4,1,10523,LO
52,4,1,1,16,19,67503,LO
54,4,2,2,15,18,80520,LO
51,3,4,4,14,17,171414,LO
53,3,5,5,12,16,208762,LO
29,1,4,4,9,9,60777,LO
25,1,3,3,9,8,36717,LO
22,1,2,2,9,7,22896,LO
18,1,1,1,9,6,11074,LO
56,7,2,2,23,16,109403,LO
16,2,1,1,8,5,15452,LO
14,2,1,1,6,4,11961,LO
11,1,5,7,6,3,28672,LO
59,8,1,1,18,17,29267,LO
56,7,5,5,19,16,156868,LO
53,7,12,16,25,15,254853,LO
50,6,11,17,25,14,232362,LO
46,5,12,19,23,13,279950,LO
43,4,12,19,21,12,194476,LO
